City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
326,kavaratti,10.5669,72.642,28.18,70,100,2.41,IN,1708157025
327,hakha,22.65,93.6167,22.01,16,0,0.88,MM,1708157025
328,korgun,40.7348,33.5184,5.24,73,99,2.38,TR,1708157026
329,kokopo,-4.352,152.2633,27.3,81,98,0.25,PG,1708157027
330,crane,31.3974,-102.3501,4.36,58,42,7.81,US,1708156584
331,nichinan,31.6,131.3667,14.82,67,1,2.04,JP,1708157028
332,laguna,38.421,-121.4238,12.27,87,0,0.0,US,1708156914
333,touros,-5.1989,-35.4608,25.85,88,34,2.25,BR,1708156453
334,petrolina,-9.3986,-40.5008,24.03,100,75,1.54,BR,1708156910
335,cidreira,-30.1811,-50.2056,22.7,87,95,4.7,BR,1708157030
336,west island,-12.1568,96.8225,29.99,74,75,3.6,CC,1708157030
337,mizhou,35.9947,119.3975,10.33,63,0,6.42,CN,1708157031
338,hasaki,35.7333,140.8333,12.38,66,100,5.37,JP,1708157032
339,cuamba,-14.8031,36.5372,29.54,66,99,0.91,MZ,1708157032
340,muroto-misakicho,33.2833,134.15,11.98,56,0,0.89,JP,1708157033
341,malango,-2.9627,119.9001,22.6,97,100,0.29,ID,1708156742
342,villa dolores,-31.9459,-65.1896,21.51,61,0,0.71,AR,1708157034
343,sandnessjoen,66.0217,12.6316,-1.71,62,100,9.97,NO,1708157034
344,kerikeri,-35.2268,173.9474,22.17,77,100,0.65,NZ,1708156949
345,lib,8.3122,167.3766,27.22,81,90,9.41,MH,1708157035
346,santa terezinha,-29.9002,-50.0904,21.84,89,96,3.7,BR,1708157036
347,hillsdale,41.0026,-74.0404,-0.1,90,100,2.06,US,1708157037
348,smolensk,55.0,33.0,1.05,96,97,5.72,RU,1708157038
349,egilsstadir,65.2653,-14.3948,-13.05,92,100,2.06,IS,1708157038
350,alvaraes,-3.2208,-64.8042,23.09,97,87,1.21,BR,1708157039
351,tobelo,1.7284,128.0095,28.47,71,15,4.07,ID,1708156604
352,dryden,49.7833,-92.7503,-18.84,84,75,4.12,CA,1708156581
353,san patricio,28.017,-97.5169,17.13,81,100,8.13,US,1708156479
354,kasaragod,12.5,75.0,31.59,47,59,5.55,IN,1708157041
355,lorengau,-2.0226,147.2712,28.6,79,32,1.27,PG,1708156522
356,meru,0.0463,37.6559,25.35,50,89,2.83,KE,1708156767
357,broken hill,-31.95,141.4333,35.38,20,21,5.4,AU,1708156448
